"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日","テスト1","テスト2","テスト3"
"14 その他（複合材料・特殊構造体等）","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0698-1","Publisher Correction: Optomechanical detection of vibration modes of a single bacterium","","","2024/05/20","5","23.3","23.2"
"5 電気・電子・磁気・光学的測定","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-0698-1","Publisher Correction: Optomechanical detection of vibration modes of a single bacterium","","","2024/05/20","5","23.3","23.2"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-0711-8","Electrochemical cell in the brain","","","2021/02/17","5","60.1","98.7"
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-020-0711-8","Electrochemical cell in the brain","","","2021/02/17","5","60.1","98.7"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-020-0711-8","Electrochemical cell in the brain","","","2021/02/17","5","60.1","98.7"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0705-6","Ordering with a twist","","","2020/10/03","5","86.7","95.5"
"1 二次元材料・層状材料・グラフェン・TMDs関連","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-020-0705-6","Ordering with a twist","","","2020/10/03","5","86.7","95.5"
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0705-6","Ordering with a twist","","","2020/10/03","5","86.7","95.5"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-020-0772-8","A self-promoting growth of Na microstructures","","","2025/04/04","5","34.6","68.3"
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-020-0772-8","A self-promoting growth of Na microstructures","","","2025/04/04","5","34.6","68.3"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0772-8","A self-promoting growth of Na microstructures","","","2025/04/04","5","34.6","68.3"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-0721-6","In recognition of aberration-corrected TEM","","","2024/01/25","5","61.4","20.9"
"1 二次元材料・層状材料・グラフェン・TMDs関連","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-020-0721-6","In recognition of aberration-corrected TEM","","","2024/01/25","5","61.4","20.9"
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0721-6","In recognition of aberration-corrected TEM","","","2024/01/25","5","61.4","20.9"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01604-6","Author Correction: Spontaneous broken-symmetry insulator and metals in tetralayer rhombohedral graphene","","","2024/11/16","5","15","48.1"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01604-6","Author Correction: Spontaneous broken-symmetry insulator and metals in tetralayer rhombohedral graphene","","","2024/11/16","5","15","48.1"
"5 電気・電子・磁気・光学的測定","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-024-01604-6","Author Correction: Spontaneous broken-symmetry insulator and metals in tetralayer rhombohedral graphene","","","2024/11/16","5","15","48.1"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01608-2","Ian Manners (1961–2023)","","","2024/10/22","5","26.4","92.8"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01608-2","Ian Manners (1961–2023)","","","2024/10/22","5","26.4","92.8"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01608-2","Ian Manners (1961–2023)","","","2024/10/22","5","26.4","92.8"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-024-01603-7","High-fidelity initialization and control of multiple nuclear spin qubits in silicon","","","2024/08/10","5","29.1","40.8"
"8 メモリ・電子デバイス・半導体素子","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01603-7","High-fidelity initialization and control of multiple nuclear spin qubits in silicon","","","2024/08/10","5","29.1","40.8"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01603-7","High-fidelity initialization and control of multiple nuclear spin qubits in silicon","","","2024/08/10","5","29.1","40.8"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-023-01600-2","Spinning nanomotor with a DNA clutch","","","2024/03/04","5","90.8","39"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-023-01600-2","Spinning nanomotor with a DNA clutch","","","2024/03/04","5","90.8","39"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01600-2","Spinning nanomotor with a DNA clutch","","","2024/03/04","5","90.8","39"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01623-3","Photo-induced chemistry with sub-molecular resolution","","","2021/01/29","5","15.5","34.2"
"5 ポリマー・高分子・有機材料・有機半導体","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-024-01623-3","Photo-induced chemistry with sub-molecular resolution","","","2021/01/29","5","15.5","34.2"
"3 構造評価・表面分析・顕微鏡観察","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-024-01623-3","Photo-induced chemistry with sub-molecular resolution","","","2021/01/29","5","15.5","34.2"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01630-4","Fabrication of mechanochromic gallium nanostructures by capillary interactions","","","2021/10/01","5","65.5","98.7"
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-024-01630-4","Fabrication of mechanochromic gallium nanostructures by capillary interactions","","","2021/10/01","5","65.5","98.7"
"1 材料合成・薄膜形成","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-024-01630-4","Fabrication of mechanochromic gallium nanostructures by capillary interactions","","","2021/10/01","5","65.5","98.7"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01616-2","The potential for academics to inspire the next generation","","","2021/03/03","5","82.4","12.7"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01616-2","The potential for academics to inspire the next generation","","","2021/03/03","5","82.4","12.7"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01616-2","The potential for academics to inspire the next generation","","","2021/03/03","5","82.4","12.7"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01602-8","Author Correction: Ballistic Majorana nanowire devices","","","2022/01/06","5","37.2","44.1"
"4 金属・合金・ナノ粒子・触媒材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-024-01602-8","Author Correction: Ballistic Majorana nanowire devices","","","2022/01/06","5","37.2","44.1"
"1 材料合成・薄膜形成","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01602-8","Author Correction: Ballistic Majorana nanowire devices","","","2022/01/06","5","37.2","44.1"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01643-z","I wish I had a mentor","","","2021/05/23","5","2.1","6.7"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01643-z","I wish I had a mentor","","","2021/05/23","5","2.1","6.7"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01643-z","I wish I had a mentor","","","2021/05/23","5","2.1","6.7"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01634-0","Graphene edge interference improves single-molecule transistors","","","2024/07/24","5","35.2","90.1"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01634-0","Graphene edge interference improves single-molecule transistors","","","2024/07/24","5","35.2","90.1"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01634-0","Graphene edge interference improves single-molecule transistors","","","2024/07/24","5","35.2","90.1"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01640-2","Light manipulation with sub-pixel wavefront control using gap phases","","","2021/04/27","5","51.1","19.8"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01640-2","Light manipulation with sub-pixel wavefront control using gap phases","","","2021/04/27","5","51.1","19.8"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01640-2","Light manipulation with sub-pixel wavefront control using gap phases","","","2021/04/27","5","51.1","19.8"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01646-w","Roeland Nolte (1944–2024)","","","2021/01/21","5","4.5","41.4"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01646-w","Roeland Nolte (1944–2024)","","","2021/01/21","5","4.5","41.4"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01646-w","Roeland Nolte (1944–2024)","","","2021/01/21","5","4.5","41.4"
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01663-9","Tuning light by the vibes","","","2024/03/04","5","56.1","11.7"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01663-9","Tuning light by the vibes","","","2024/03/04","5","56.1","11.7"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01663-9","Tuning light by the vibes","","","2024/03/04","5","56.1","11.7"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01664-8","Inelastic electron tunnelling induces anomalous light emission","","","2025/08/02","5","97.1","90.8"
"4 金属・合金・ナノ粒子・触媒材料","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-024-01664-8","Inelastic electron tunnelling induces anomalous light emission","","","2025/08/02","5","97.1","90.8"
"4 分光・物性評価・組成/化学分析","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01664-8","Inelastic electron tunnelling induces anomalous light emission","","","2025/08/02","5","97.1","90.8"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01671-9","Combining two-dimensional infrared spectroscopy with atomic force microscopy","","","2023/11/06","5","70.9","64.9"
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01671-9","Combining two-dimensional infrared spectroscopy with atomic force microscopy","","","2023/11/06","5","70.9","64.9"
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-024-01671-9","Combining two-dimensional infrared spectroscopy with atomic force microscopy","","","2023/11/06","5","70.9","64.9"
"2 デバイス・機能材料の設計・開発・動作・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-024-01651-z","Nanowires engineer naive T cells for immunotherapy","","","2022/06/03","5","94.3","19.7"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","14 マイクロ・ナノ流体・組織・細胞操作手法","https://doi.org/10.1038/s41565-024-01651-z","Nanowires engineer naive T cells for immunotherapy","","","2022/06/03","5","94.3","19.7"
"14 マイクロ・ナノ流体・組織・細胞操作手法","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01651-z","Nanowires engineer naive T cells for immunotherapy","","","2022/06/03","5","94.3","19.7"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01692-4","Multiwalled boron nitride nanotubes with a strong nonlinear chiroptical response","","","2024/02/12","5","70.8","23.2"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01692-4","Multiwalled boron nitride nanotubes with a strong nonlinear chiroptical response","","","2024/02/12","5","70.8","23.2"
"10 マルチモーダル・複合的解析・統合手法","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01692-4","Multiwalled boron nitride nanotubes with a strong nonlinear chiroptical response","","","2024/02/12","5","70.8","23.2"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01686-2","New dimensions for fluorescence-based barcoding in complex mixtures","","","2020/10/31","5","34.8","61.8"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01686-2","New dimensions for fluorescence-based barcoding in complex mixtures","","","2020/10/31","5","34.8","61.8"
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-024-01686-2","New dimensions for fluorescence-based barcoding in complex mixtures","","","2020/10/31","5","34.8","61.8"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01684-4","Versatile perovskites enable room-temperature topological polaritonics","","","2024/04/27","5","5","42.1"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01684-4","Versatile perovskites enable room-temperature topological polaritonics","","","2024/04/27","5","5","42.1"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-024-01684-4","Versatile perovskites enable room-temperature topological polaritonics","","","2024/04/27","5","5","42.1"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01689-z","Nanoparticle levitation on-chip","","","2022/02/12","800","75.8","89.8"
"4 金属・合金・ナノ粒子・触媒材料","14 マイクロ・ナノ流体・組織・細胞操作手法","https://doi.org/10.1038/s41565-024-01689-z","Nanoparticle levitation on-chip","","","2022/02/12","800","75.8","89.8"
"14 マイクロ・ナノ流体・組織・細胞操作手法","9 ナノ粒子/ナノ構造・表面/界面・自己組織化","https://doi.org/10.1038/s41565-024-01689-z","Nanoparticle levitation on-chip","","","2022/02/12","800","75.8","89.8"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01700-7","Topologically protected edge states for neuromorphic computing","","","2024/11/14","10","1.1","71.8"
"11 セラミックス・酸化物・誘電体・光学材料","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-024-01700-7","Topologically protected edge states for neuromorphic computing","","","2024/11/14","10","1.1","71.8"
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01700-7","Topologically protected edge states for neuromorphic computing","","","2024/11/14","10","1.1","71.8"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01712-3","Selective stimulation of calcium signalling pathways in astrocytes with graphene electrodes","","","2025/02/24","10","14","80.4"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01712-3","Selective stimulation of calcium signalling pathways in astrocytes with graphene electrodes","","","2025/02/24","10","14","80.4"
"5 電気・電子・磁気・光学的測定","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01712-3","Selective stimulation of calcium signalling pathways in astrocytes with graphene electrodes","","","2025/02/24","10","14","80.4"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01743-w","Reimagining computing with 2D semiconductors","","","2023/06/17","10","88.2","70.7"
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01743-w","Reimagining computing with 2D semiconductors","","","2023/06/17","10","88.2","70.7"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01743-w","Reimagining computing with 2D semiconductors","","","2023/06/17","10","88.2","70.7"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01752-9","Author Correction: All-optical free-space routing of upconverted light by metasurfaces via nonlinear interferometry","","","2021/09/16","10","30.5","14.9"
"11 セラミックス・酸化物・誘電体・光学材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01752-9","Author Correction: All-optical free-space routing of upconverted light by metasurfaces via nonlinear interferometry","","","2021/09/16","10","30.5","14.9"
"5 電気・電子・磁気・光学的測定","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01752-9","Author Correction: All-optical free-space routing of upconverted light by metasurfaces via nonlinear interferometry","","","2021/09/16","10","30.5","14.9"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01703-4","Breaking barriers by interfacial charge transfer","","","2020/03/26","10","97.3","2.5"
"11 セラミックス・酸化物・誘電体・光学材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01703-4","Breaking barriers by interfacial charge transfer","","","2020/03/26","10","97.3","2.5"
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01703-4","Breaking barriers by interfacial charge transfer","","","2020/03/26","10","97.3","2.5"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-024-01740-z","Moving microscopic objects with self-disassembly","","","2024/04/11","10","82.1","37.8"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-024-01740-z","Moving microscopic objects with self-disassembly","","","2024/04/11","10","82.1","37.8"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-024-01740-z","Moving microscopic objects with self-disassembly","","","2024/04/11","10","82.1","37.8"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01731-0","A molecular spin on a scanning probe tip enables quantum sensing at the atomic scale","","","2023/06/08","10","28.4","38.8"
"4 金属・合金・ナノ粒子・触媒材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-024-01731-0","A molecular spin on a scanning probe tip enables quantum sensing at the atomic scale","","","2023/06/08","10","28.4","38.8"
"3 構造評価・表面分析・顕微鏡観察","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-024-01731-0","A molecular spin on a scanning probe tip enables quantum sensing at the atomic scale","","","2023/06/08","10","28.4","38.8"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01777-0","Nanomedicine pioneers awarded the Kavli Prize","","","2020/05/23","10","26.2","96.6"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01777-0","Nanomedicine pioneers awarded the Kavli Prize","","","2020/05/23","10","26.2","96.6"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01777-0","Nanomedicine pioneers awarded the Kavli Prize","","","2020/05/23","10","26.2","96.6"
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01755-6","Nonlinear Hall effect in an insulator","","","2021/07/22","10","58","76.8"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01755-6","Nonlinear Hall effect in an insulator","","","2021/07/22","10","58","76.8"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01755-6","Nonlinear Hall effect in an insulator","","","2021/07/22","10","58","76.8"
"2 デバイス・機能材料の設計・開発・動作・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-024-01749-4","DNA nanoswitches pack an anti-cancer punch","","","2020/09/06","10","91","78.6"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-024-01749-4","DNA nanoswitches pack an anti-cancer punch","","","2020/09/06","10","91","78.6"
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01749-4","DNA nanoswitches pack an anti-cancer punch","","","2020/09/06","10","91","78.6"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01776-1","Playing electron ping-pong with the excited states of a single molecule","","","2025/07/22","10","18.4","37.7"
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01776-1","Playing electron ping-pong with the excited states of a single molecule","","","2025/07/22","10","18.4","37.7"
"10 マルチモーダル・複合的解析・統合手法","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-024-01776-1","Playing electron ping-pong with the excited states of a single molecule","","","2025/07/22","10","18.4","37.7"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","13 レビュー・データ・シミュレーション・社会系","https://doi.org/10.1038/s41565-024-01818-8","The climate crisis is a call for action for nanotechnology","","","2021/01/31","10","78.4","75.5"
"13 レビュー・データ・シミュレーション・社会系","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01818-8","The climate crisis is a call for action for nanotechnology","","","2021/01/31","10","78.4","75.5"
"13 レビュー・総説・動向分析・社会データ","16 レビュー・社会・倫理・教育・歴史等","https://doi.org/10.1038/s41565-024-01818-8","The climate crisis is a call for action for nanotechnology","","","2021/01/31","10","78.4","75.5"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-024-01789-w","Energy-efficient magnetization manipulation using picosecond current pulses","","","2021/08/23","10","68.6","21.9"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01789-w","Energy-efficient magnetization manipulation using picosecond current pulses","","","2021/08/23","10","68.6","21.9"
"5 電気・電子・磁気・光学的測定","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-024-01789-w","Energy-efficient magnetization manipulation using picosecond current pulses","","","2021/08/23","10","68.6","21.9"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-024-01748-5","Small structural changes in siloxane-based lipidoids improve tissue-specific mRNA delivery","","","2021/05/22","10","89.6","25.8"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01748-5","Small structural changes in siloxane-based lipidoids improve tissue-specific mRNA delivery","","","2021/05/22","10","89.6","25.8"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01748-5","Small structural changes in siloxane-based lipidoids improve tissue-specific mRNA delivery","","","2021/05/22","10","89.6","25.8"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01806-y","Unravelling topological states in quantum spin chains","","","2021/01/22","10","45.1","59.6"
"11 セラミックス・酸化物・誘電体・光学材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01806-y","Unravelling topological states in quantum spin chains","","","2021/01/22","10","45.1","59.6"
"10 マルチモーダル・複合的解析・統合手法","14 理論・モデル・シミュレーション","https://doi.org/10.1038/s41565-024-01806-y","Unravelling topological states in quantum spin chains","","","2021/01/22","10","45.1","59.6"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01810-2","Organic radio-afterglow nanoprobes for cancer theranostics","","","2025/01/12","10","69.3","54"
"5 ポリマー・高分子・有機材料・有機半導体","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01810-2","Organic radio-afterglow nanoprobes for cancer theranostics","","","2025/01/12","10","69.3","54"
